	text	labels	predicted	cross_predicted
905	Super excited to share a new addition to my family n life.. Delivered a baby boy.. Thanks for all ur wishes n support.. Wil b back in action soon..	0	0	0
906	'Personal Knowledge Graphs: A Research Agenda' w/ @TomKenter accepted as a short paper at #ictir2019	0	0	0
909	Violence has no place in any Civil Society. Mukherjee Nagar incident is sad and condemnable.    Free and fair enquiry should be done , so that no innocent should be punished and guilty should be brought to book.	0	0	0
910	Look forward to #ArtificailIntelligence solutions for the financial market	0	0	0
911	Minorities in India dont have to live in fear but the Govt in power which has taken oath on the Constitution is not doing enough. It is the Govt which has to take the responsibility because in Jharkhand in last 3yrs 18 incidents of Mob #Lynching haven taken place: @asadowaisi	0	0	0
912	Your next step is to make your political field to close	0	0	0
913	Statutory Resolution on Central Educational ( Reservation in Teachers' Cadre ) Ordinance  2019 and Legislative Business( Bill for Consideration and Passing)- The Central Educational Institutions (Reservation in Teachers' Cadre) Bill, 2019.  https://m.facebook.com/story.php?story_fbid=833888970337679&id=464554060349094 …	0	0	0
914	Our biggest fans this week: warispathan, AimimFansClub, ShaukatAli_77. Thank you! via https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …	0	0	0
915	Is this happened in Uttar Pradesh ? If so, that will be alarming situation of law in order in state. Enough is enough   @Uppolice @dgpup @capt_ivane @upcoprahul @sengarlive @RahulSinhaZee @UPGovt @ippatel @up100	0	0	0
916	Shame that an elderly man became the latest victim of hate and mob violence.    The video of this man begging the crowd on his knees represents the condition of our democracy which will tumble over if BJP comes back to power.	0	0	0
917	You should watch this then you will feel why scholarship is given.	0	0	0
918	Great  win Team India      @imVkohli @ImRo45 well played ...    अब वर्ल्ड कप में India  7 -Pakistan  0    Result sounds familiar...	0	0	0
919	https://www.google.com/amp/s/www.ndtv.com/india-news/my-son-was-burnt-alive-because-he-was-hindu-alleges-pune-teens-father-1269001%3famp=1&akamai-rum=off … in Pune a boy was set on fire by 3 Muslims because he was a Hindu, his dying statement on camera confirms that. No hearts bled for him. Hindu lives are cheap and comes without a pricetag.	0	0	0
921	Great initiative.  Let performers only get recognitions. No free lunches. Thank you @PMOIndia     Operation cleanup: Govt looks to remove dead wood in bureaucracy - The Financial Express	0	0	0
926	Islam has given exceptions to man for giving #TripleTalaq in three different times followed by specific interval of time. #TripleTalaqTruth	0	0	0
927	Aimim Floor Leader & (Chairman Salar E Millat Educational Trust) Janab @akbarowaisii Sahab Laying Foundation Stone of #Owaisi #Junior_College at Owaisi School of Excellence, Jamal Colony , #Riyasath_Nagar  branch  @asadowaisi @imAkbarOwaisi	0	0	0
929	To get in depth knowledge on how foreign exchange risk can be managed using realtime information terminal, attend today’s seminar at Bengal National Chamber of Commerce & Industry from industry experts @FieoHq , ECGC, @IndiaEximBank & @Tickermarket @sarindam @Life63moons1	0	0	0
930	Instant triple talaq violates the rights of women and is not a part of Islamic teaching. There must be a proper interval between each talaq. Also, it is one of the most displeasing acts in the sight of Allah.  #tripletalaqtruth   #TrueIslam   #MuslimsForPeace   @iamsrk   @iamrana	0	0	0
932	“And if you all are in doubt about what I have revealed to My servant, bring a single chapter like it, and call your witnesses besides God if you are truthful.” (Quran 2:23)	0	0	0
933	Congratulations To win AzamgarhAnd stagity is very good for uttar pradesh You are The Next CHIEF MINISTER OF UP IN 2022	0	0	0
934	The Holy Quran urges reconciliation in every three stages of divorce and also gives time for reconciliation after every divorce so that the spouses can change their mind and reunite together once again. #trueislam #tripletalaqtruth	0	0	0
936	Congratulations sir may 23 God bless you	0	0	0
939	About 8 billion tonnes of ice melt each year.      Read more: https://wef.ch/2FEGUeB  #nature #environment	0	0	0
940	Home Minister Shri @AmitShah's reply on bills to approve the President’s rule & Reservation (Amendment) in J&K, Rajya Sabha on 01.07.2019.	0	0	0
941	Missed Call Membership only for UttarPradesh 8081514627     Join @aimim_national Feel the Power of Unity     @asadowaisi @imAkbarOwaisi	0	0	0
945	My week on Twitter : 150 Mentions, 1.37K Mention Reach, 3.58K Likes, 565 Retweets, 129 Replies. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …	0	0	0
946	Excellent! Proactive measures like this will go a long way in conserving water. #JanShakti4JalShakti	0	0	0
947	Under the able leadership of Hon. PM  Modi, Higher Education, Dept. MHRD has prepared the Education Quality Upgradation and Inclusion Programme (EQUIP).This five year plan will be implemented during 2019-24. The report, submitted to me was prepared by about 80 experts .	0	0	0
948	I'm Stand Against President Speech, Aurangabad,Amethi & Ghuna Seats Won By Commoners dynasty/Elite loss,this is Beauty of our Election : @asadowaisi	0	0	0
949	'Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared'- Gautam Buddha #WednesdayWisdom #wednesdaythoughts #WednesdayMorning	0	0	0
950	Congratulations to #Rajasthan's #SumanRao for winning the #MissIndia title. Best wishes for the #MissWorld pageant in Thailand.    #MissIndia2019	0	0	0
951	“3 Golden Rules... Who is helping you, Don't FORGET them. Who is loving you, Don't HATE them. Who is trusting you, Don't CHEAT them” ~#SwamiVivekananda #MondayMotivation #mondaythoughts	0	0	0
952	We feel highest pride in this world to declare that India had great Hindu Warrior Empress Laxmibai Ji.  She fought bravely in her political life with wisdom as well as battle in battlefield with cruel britishers. Her revolt of 1857 triggered other Hindu Kings    #लक्ष्मीबाई 	0	0	0
954	Extremely anguished by the fire tragedy in Surat. My thoughts are with bereaved families. May the injured recover quickly. Have asked the Gujarat Government and local authorities to provide all possible assistance to those affected.	0	0	0
955	Minister @DrRPNishank moves The Central Educational Institutions (Reservation in Teachers' Cadre) Bill, 2019   https://youtu.be/6g1udhodCrM  via @YouTube	0	0	0
956	Jharkhand mob attack: Hate crimes continue?    @asadowaisi AIMM Chief on @LRC_NDTV	0	0	0
957	Presenting #TeamIndia's Away Jersey  What do you make of this one guys? #TeamIndia #CWC19	0	0	0
958	Congrats @ManojTiwariMP Bhai on historical win from North East Delhi constituency against 3 time CM of Delhi.Your commitment, consistent hard work,team spirit towards removing dynasty ruled Congress  & Kejriwal from Delhi is commendable.  Salute Jai Hind 	0	0	0
959	I am Thankful To Mr @danish786aimim1 and @ShaukatAli_77 Sahab for creating #Member_OF_IT_CELL_AIMIM    BAHRAICH	0	0	0
961	Real Heroine of first war of India freedom,     #RaniLaxmibai #लक्ष्मीबाई	0	0	0
963	What a great moment of courage and resilience by Baloch brothers! Plane with 'Justice for Balochistan' flying over Leeds stadium in United Kingdom during Afg Vs Pak World Cup match. Embarrassment for Pakistan Army which has been killing, torturing and abducting Baloch people.	0	0	0
964	Be a little drop of love  In someone's ocean of pain	0	0	0
965	It took too long (more than I like) to get to this... kind of an outlook style calendar in @tableau... not because you can you should... 	0	0	0
968	India is proud of all those brave men and women martyred in the line of duty.     Paid tributes to our brave soldiers at the Rashtriya Samar Smarak.     Our Government will leave no stone unturned to safeguard India’s unity and integrity. National security is our priority.	0	0	0
970	If the Qazi sees that this case is not instigated by immorality, he can direct for this separation to take place. #trueislam #tripletalaqtruth	0	0	0
973	Under Islamic law, divorce can be pronounced twice in which the option of reunion is allowed #tripletalaqtruth	0	0	0
974	Best couple in d world wish u happy marriage life	0	0	0
976	Come road....u people are next generation leaders...but come on road else people will lost hope	0	0	0
977	Congratulations Akhileshji.. make perfect strategies and execute them with Mayawatiji and Rahulji for the next UP Assembly elections...	0	0	0
978	Tune in to hear Mann Ki Baat on 30th June  http://nm-4.com/cmq8     via NaMo App	0	0	0
979	The Congress leader himself lost in Amethi & received victory in Wayanad. Isn't the 40% population of Wayanad Muslim? (09.06.2019) @asadowaisi	0	0	0
980	Follow this link to join my WhatsApp group:	0	0	0
981	On #MarathaReservation we should always remember that the Bombay High Court had previously struck them down for lack of empirical evidence; however, at the same time it’s upheld reservation in education for Muslim backward castes in order to bring the community in the mainstream	0	0	0
982	AIMIM, VBA to contest assembly polls together. @TOIAurangabad  @asadowaisi  @Prksh_Ambedkar	0	0	0
984	Sir UPA will get 185 yours 51 kindly form govt. Best of luck	0	0	0
988	Congratulations to all those who took oath today. This team is a blend of youthful energy and administrative experience. It has people who have excelled as Parliamentarians and those who have had distinguished professional careers.     Together, we will work for India’s progress.	0	0	0
990	Weather won the toss and choose to rain first     #INDvNZ	0	0	0
992	This is big. @FIFAcom footballer of the year @lukamodric10 as well as #Liverpool #Chelsea stars wishing #IndianFootball     Good luck coach @stimac_igor & team, ahead of #KingsCup2019  starting today	0	0	0
993	This is huge ... No one will be spared	0	0	0
995	'You are the referee of this House, you have a lot of discretionary powers, I hope you will support and protect us”. Barrister @asadowaisi requested the newly-elected Speaker Om Birla to ensure that the elected government doesn't become a monarchy.	0	0	0
996	Parliament proceedings live updates | AIMIM leader Asaduddin Owaisi says the Speaker must ensure the elected government should not become a monarchy.  @the_hindu  @asadowaisi	0	0	0
997	Great start by Team India  in the World Cup .. let’s Lift the trophy  @BCCI   Well played @ImRo45   #INDvSA	0	0	0
998	A lot of citizens also wrote to me that they miss #MannKiBaat.	0	0	0
999	Prime Minister of Antigua Gaston Browne says fugitive jeweller #MehulChoksi's citizenship to be revoked. Choksi to be repatriated to India. ``It is not a case that we are trying to provide safe harbour to criminals, for those involved in financial crimes.' Breaking on @IndiaToday	0	0	0
1000	Shri Vijender Yadav from AAP joins BJP in the presence of State President Shri @ManojTiwariMP and North-West Delhi MP Shri @hansrajhansHRH.	0	0	0
1001	Please answer these, so called Author, Secular Humanist, Feminist, Physician Tasleema Nasreen, Who made you physician? Who taught you the words you speak? Did they humans invented languages? Are they able to invent one more for the sake of being truthful?	0	0	0
1002	ET TU, BRUTE   #India wants to know	0	0	0
1005	Mohammad Sabir gave #TripleTalaq to Zainab when she asked ₹30 to purchase vegetables & beaten her on road. FIR registered u/s 498A in Noida.    Sabir has 4 children over 9 yr of marriage.	0	0	0
1006	Are hindu girls' lives' for free?  #HinduUnity  #Hindu	0	0	0
1007	Our new Mind Mapping tool maintains a good balance of simplicity and function and helps you bring your ideas to life. Give it a try and don't hesitate to share your feedback with us! https://bit.ly/2HjNFUC 	0	0	0
1008	Yes there is a big difference when I leave twitter and in daily life when I see a Muslim in problem, old I stand and offers my seat, I pay extra money to poor irrespective of which religion they belong to.  पिताजी के दोस्त को प्रणाम करता, वो मुसलमान है.  नफरत उतनी नहीं है अभी .	0	0	0
1009	Barrister Asaduddin Owaisi’s reply to the President’s Address in Lok Sabha.	0	0	0
1010	Condemning this inhuman and barbaric act of terrorism, proudly  claimed by terrorist Taliban, I underline the need to bring perpetrators, organizers, financiers and sponsors of this reprehensible acts of terrorism to justice. #TalibanCrimesAgainstHumanity	0	0	0
1012	A Bench headed by Justice SA Bobde, on July 16, will start hearing arguments to decide whether interim order should be passed to stay the implementation of the Constitution Amendment of 10% reservation to economically weaker section of the general category.	0	0	0
1013	#AIMIM Aurangabad MP @imtiaz_jaleel 1st Speech at 17th Lok Sabha. @asadowaisi  @aimim_national	0	0	0
1014	It was wonderful listing to you... God bless you long way to go... We are with you Modiji	0	0	0
1015	Supreme Court issues notice to Mamata Banerjee's govt over delay in release of BJYM leader Priyanka Sharma following her arrest over a meme	0	0	0
1016	Sir Pls raise voice about Taj City . I am very sad to see the condition of Agra city today. Only Taj Mahal and Red fort is beautiful but I think fully city should look clean. Worst condition of city, Stations, bus stations etc.	0	0	0
1017	Yeah a proud moment for India.  But when it comes to our country we will only put Gandhi pic on our notes as if there is no other great Indian in our 10000 year civilisation history.    Why have we reduced India to a one man one party one history nation ?  #India	0	0	0
1018	Departure Statement of Prime Minister @NarendraModi ji for #G20 Osaka Summit  http://nm-4.com/4iq8  via NaMo App	0	0	0
1019	ICC says colour options were given to BCCI and they chose what they felt went best with the colour combination. The whole idea is to be different as England also wears a same shade of blue as India. The design is taken from India’s old T20 jersey which had orange in it.	0	0	0
1020	I am confident that under the leadership of Shri @AmitShah and Shri @JPNadda, and powered by the hardwork of our Karyakartas, the BJP will continue winning people’s trust and serving our society. We remain committed to building a strong, developed and inclusive India.	0	0	0
1021	What A Victory   Tremendous effort by the boys. #CWC19	0	0	0
1022	#AIMIM National  Spokesperson Syed  asim waqar will be live on @News18India tonight at 7:57pm with @nehapant19.    @syedasimwaqar   @asadowaisi	0	0	0
1023	Shri @JPNadda is a diligent Karyakarta of the Party, who has risen through the ranks due to his hardwork and organisational skills. Humble and affable, he is widely respected across the BJP family. Congratulations to him on becoming the Working President of the Party.	0	0	0
1025	National Spokesperson @aimim_national Janab @syedasimwaqar live on @Republic_Bharat  @ArnabGoswamiRtv  @asadowaisi	0	0	0
1026	Glimpses From Today Jalsa E Yaad E Salar E Millat R.A at Yakhutpura Railway Station Hyderabad!     @asadowaisi	0	0	0
1027	India Post Payments Bank provides doorstep banking services by Postmen and Gramin Dak Sewaks in rural areas. Now 2.23 lakh smartphones and biometric devices are connected digitally through App. #DigitalIndiaNewIndia	0	0	0
1030	True love requires faith, trust and loyalty. Not chocolate, flowers and expensive gifts...	0	0	0
1031	My week on Twitter : 93 Mentions, 713 Mention Reach, 3.66K Likes, 674 Retweets, 1.79M Retweet Reach. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …	0	0	0
1034	Be your own inspiration!    Burpees are something which I enjoy the most (4 rounds, 12 reps). From Fat (176 pounds) to Fit (139 pounds). Hum fit to India Hit!  Thanks @themiamitrainer for your motivation and tips.… https://www.instagram.com/p/BzTJJuFHJV1/?igshid=1ptzx17anwf41 …	0	0	0
1036	THIS IS EPIC     Q: Who do you think should become CM of Delhi?   A: Kejriwal, He has done lot of work  Q: Really? then why he lost general election?  A: He hasn't, EVMs were rigged  Q: Whom you voted for?  A: I voted for CONGRESS 	0	0	0
1038	Best of luck and God bless you	0	0	0
1039	Thankful to the people of Ahmedabad for coming to bless us this evening.	0	0	0
1040	Let's be Indians: Firstly and Lastly    Presenting #Article15Trailer  https://youtu.be/HKOJY0cU63E      #Article15 in cinemas on June 28th     @anubhavsinha #ManojPahwa #IshaTalwar @sayanigupta @Mdzeeshanayyub #KumudMishra @ZeeStudios_ @ZeeMusicCompany	0	0	0
1041	God asks us to follow these injunctions for our own benefit. A pure society will result not only in salvation but in prosperity. #TripleTalaqTruth #TrueIslam	0	0	0
1042	AIMIM National Spokesperson @syedasimwaqar with his views on Triple Talaq in Parliament #TripleTalaqBill @News18India @asadowaisi	0	0	0
1043	On this day, 4 years ago @_DigitalIndia was launched, to leverage the power of technology and make technology more accessible. Digital India has empowered people, significantly reduced corruption and improved public service delivery to benefit the poor. #DigitalIndiaNewIndia	0	0	0
1044	Legislative Business :Bill for Consideration And Passing: The Central Educational Institutions(Reservation In Teachers' Cadre) Bill, 2019.  https://m.facebook.com/story.php?story_fbid=452324635326382&id=464554060349094 …	0	0	0
1045	COMPLETE SPEECH   ASADUDDIN OWAISI ADDRESSED JALSA-E-YAAD-E-SALAAR-E-MILLAT ! 9th JUNE 2019. @asadowaisi	0	0	0
1046	Loved the gold & white combination on the pitch? @pumacricket has another cricket shoe for you inspired by my one8 Gold Spike Collector’s Edition.  It’s definitely got my . #one8 #CWC19	0	0	0
1049	Wow, that's a wonderful truth that needs to be told to each and every Indian. I am sure, most of us are unaware of this, since the media never show this to us. Thank-you very much @KapilMishra_IND ji for sharing this.	0	0	0
1051	After Pulmawa Attack How Many ' 'Raw & IB' Officer's were Suspended: @asadowaisi	0	0	0
1053	Uttarakhand will be 2nd state after Assam to ban people from contesting Panchayat election.     This is very welcoming step towards #PopulationControlLaw.	0	0	0
1054	If three Talaq's are pronounced in a single session then the spouses are not given an opportunity to reconcile. #trueislam #tripletalaqtruth	0	0	0
1055	Na Mo is talking about one Nation one Election, One Nation One ration card and we had already had One Nation one Railway net work and also we had one Nation one power supply (in cases of power crises states are buying power even from far eastern statesNa Mo is talking about one Nation one Election, One Nation One ration card and we had already had One Nation one Railway net work and also we had one Nation one power supply (in cases of power crises states are buying power even from far eastern states…	0	0	0
1057	EVMs were first used in 1982. In 1988, Parliament gave them legal sanction through a law. In 1992, Congress govt framed rules for their use. So far, 113 State Assembly & 4 Lok Sabha elections have been held using them. Courts have given positive verdicts on them: PM @narendramodi	0	0	0
1058	Doing Tadasana properly would enable you to practice many other Asanas with ease.    Know more about this Asana and its benefits. #YogaDay2019	0	0	0
1059	AIMIM UP Chief Shaukat Ali addressing a Press Conference at District Jaunpur, UttarPradesh   @shaukat_aimim	0	0	0
1060	Are India’s minorities living in fear?    @asadowaisi  Chief, AIMIM on #TheBigFight 	0	0	0
1061	Just crossed 8 million followers and the highest in India in interactive twitter, I am informed.	0	0	0
1062	Christina Lioma: Newly appointed professor. First woman in Denmark to obtain a higher doctorate degree in computer science. Successful research career within #artificialintelligence #informationretrieval #NLProc	0	0	0
1063	The Central Education Institutes (Reservation In Teachers' Cadre) Bill, 2019 in Lok Sabha.   https://m.facebook.com/story.php?story_fbid=842148019504510&id=464554060349094 …	0	0	0
1064	Here are some more pictures from the swearing-in ceremony. Grateful for everyone’s blessings.     The occasion was made even more special by the participation of esteemed world leaders. I thank them for being a part of today’s programme.	0	0	0
1066	No need to be jingoistic about #IndiaVsPakistan match. It's a game that teaches you respect.     Best wishes to Team India. Go India go! 	0	0	0
1067	Mgb swept all the up, 80/80 seats. Maya will be the next pm and akhilesh deputy pm. Hahahahhahaha	0	0	0
1068	Akhilesh sir Accept new challenges and chhange indian politics.	0	0	0
1069	Mumbai Airport runway shut, schools closed, train stations flooded, but the newspapers arrived in my house on time & dry! I have to salute those quiet, unsung heroes who brave torrential rain just so we can experience a ‘normal day.’ 	0	0	0
1071	Hi guys : pls follow me on tiktok like  my videos  Check out Neelam Goyal's video! #TikTok	0	0	0
1072	'Dhoni should bat at No.4 and express himself freely', reckons @robbieuthappa on @My11Circle presents #CricbuzzLIVE    #INDvBAN #BANvIND #Dhoni	0	0	0
1073	This is the funniest thing you will see today!	0	0	0
1074	Out... ! What a start by @ACBofficials .  Cheers. @rashidkhan_19 @ICC   #AfghanAtalan #AFGvPAK #Afghanistan #PKMKB	0	0	0
1075	Golden wording of @asadowaisi sahab in parliament	0	0	0
1076	Impressive i wish this exercise takes place all over India, we all will sooner or later face a calamity 	0	0	0
1081	Best wishes for alliance  It showed that while having skills you did alliance with unskilled politicians  Even a child can tell you the truth.Best wishes for allianceIt showed that while having skills you did alliance with unskilled politiciansEven a child can tell you the truth.…	0	0	0
1082	I listened using AIR radio available on mobile app. Its very convenient..normal radio either volume had to be loud or sit near. Mobile app of AIR can carry anywhere	0	0	0
1083	Today is international day against drug abuse and illicit trafficking. In support I say 'say no to drugs.'   A little effort from you can achieve a lot. Let’s do our bit	0	0	0
1084	We are condemning all such incidents. Justice should be done,  should not be linked to religion and the guilty, irrespective of their community, should be punished : @aimim_national President @asadowaisi	0	0	0
1085	AIMIM Byculla MLA Adv @warispathan along with Dr @amin_owaisi & son Hasan Owaisi at Masjid e Nabvi, Medina Shareef 	0	0	0
1086	For those who disbelieved #IndianArmy @PMOIndia claim about #BalakotAirStrike and wanted more details     @MamataOfficial @OmarAbdullah     BALAKOT: MORE DETAILS REVEALED	0	0	0
1087	No bank has the power to employ bouncers for forceful recovery of loans from customers: Anurag Thakur (@ianuragthakur), Union Minister of State for Finance	0	0	0
1088	For stop all these incidents Rahul Gandhi, Akhilesh Yadav and Mamta Banarji Should resign.	0	0	0
1091	Where I talk about my own cricketing days & why I think Dhoni is essential for our world cup victory.	0	0	0
1092	Be very careful to make such statements.	0	0	0
1094	PM @narendramodi ji arrives in Osaka #Japan to attend #G20 summit.	0	0	0
1095	Aimim President @asadowaisi  visited Bum-Rukum-Ud-Dowla lake opposite NPA today alongwith @arvindkumar_ias @CommissionrGHMC, ZCs & @GHMCOnline team & Revenue officials.. also inspected other long pending issues near # Falaknuma.	0	0	0
1096	I pray Almighty God for Netaji good health and early recovery.	0	0	0
1097	A student of Aligarh Muslim University 'Mohd. Shaharul Khan' who is perusing Xll (PCM) bearing Enrolment No. - GJ9167 has been diagnosed with 'Brain Tumour' and is referred to AIIMS from… https://www.instagram.com/p/Bu4AxXjgJh7/?utm_source=ig_twitter_share&igshid=ifp00k5o9ya5 …	0	0	0
1099	I congratulate #TeamIndia for victory against #Afghanistan!   #INDvAFG #MenInBlue #CWC19  #WorldCup2019	0	0	0
1100	Tune in to ET Now tomorrow at 7:30 PM where I will be discussing #farmer income & how it can be improved, with distinguished panelists from the world of #agri banking and #finance at the ET Skymet.#RuralBankingConclave. @EconomicTimes @SkymetWeather @ETNOWlive	0	0	0
1101	#WATCH 87 year old Charulata Patel who was seen cheering for India in the stands during #BANvIND match: India will win the world cup. I pray to Lord Ganesha that India wins. I bless the team always. #CWC19	0	0	0
1104	I guess you have gone through many exams and interviews in your life and career, you expect good outcomes when you're prepared, and the life you're talking about is just hardly 1000 months of which hardly 300 months of youth as you said you will live or should say enjoy! 	0	0	0
1105	I am still hopeful of getting our place in the country. We don't want alms, we don't want to survive on your alms : @asadowaisi  https://www.indiatoday.in/india/story/asaduddin-owaisi-rahul-gandhi-muslims-wayanad-1545700-2019-06-10 … via @indiatoday	0	0	0
1106	I urge my fellow Indians to wholeheartedly support the #JalShaktiAbhiyan.     Let us leave no stone unturned in strengthening the mass movement to conserve water. #JanShakti4JalShakti	0	0	0
1108	You both are now exit from politics 2019	0	0	0
1110	Muslim Man Assaulted Three Years Ago Approaches Police To Add ‘Was Asked To Chant Jai Shri Ram’	0	0	0
1112	HM @AmitShah addresses the inaugural session of the annual conference on capacity building of SDRFs, Civil Defence, Home Guards & Fire Services.	0	0	0
1113	Commemorating the great warrior queen Laxmibai of Jhansi on her death anniversary. One of the bravest women the world has seen!   #RaniLaxmibai #JhansiKiRani #लक्ष्मीबाई 	0	0	0
1114	Beating #Thailand in their home is a commendable performance. Congrats our new coach @stimac_igor	0	0	0
1115	Now this is something which genuinely demands an appreciation.  What @MamataOfficial couldn't do   the hard working MP @SuPriyoBabul ensures it gets done .  https://twitter.com/SuPriyoBabul/status/1143772767910813696?s=19 …	0	0	0
1116	Noida: Man asks daughter, her husband to vacate house to accommodate 2 new wives, booked	0	0	0
1118	I am glad to share that Jawahar Navodaya Vidhyalayas have done exceptionally well in JEE Advanced and NEET examination with 38% and 78.32% respectively. Congratulations to all successful candidates.	0	0	0
1119	How does @narendramodi plan to empower with ₹16.66 and ₹8.33 per month at pre and post-metric levels respectively for Muslim students?	0	0	0
1120	Question Hour in lok Sabha.  Right to education.  https://m.facebook.com/story.php?story_fbid=1017901331933550&id=464554060349094 …	0	0	0
1121	lazydocker :  A simple terminal UI for both docker and docker-compose : https://github.com/jesseduffield/lazydocker/blob/master/README.md …	0	0	0
1122	AIMIM president @asadowaisi said that BJP should answer why its ministers in the previous J&K government attended a rally in support of the accused in the Kathua case.  #DHPoliticalTheatre #replug	0	0	0
1123	BREAKING: #Bengals Malda turns sensitive. Kaliachak area that saw a full blown riot in 2016 turns violent after a Muslim youth was allegedly beaten to death on suspicion of theft. Now, shops of Hindus and a Hindu woman are allegedly attacked.	0	0	0
1126	On the instructions of #AIMIM President @asadowaisi Sahab, In the Leadership of Nampally MLA @ImJaffarHussain, Mehdipatnam Corporator @Md_MajidHussain, Nampally Corporators Meeting with @HMWSSB Water works officials regarding status of Sanctioned Works for Nampally Constituency	0	0	0
1127	I thank the Hon’ble CM UP Sri Yogi Adityanath ji for his encouraging words of appreciation for UPPolice .   This will motivate the force further to strive harder towards having a zero tolerance towards crime and criminals & win the confidence of people.	0	0	0
1128	Donning the orange-blue jersey, unbeaten India seek to seal semifinal spot against desperate England. On @My11Circle presents #CricbuzzLIVE, @gbhimani, @ImZaheer and @robbieuthappa discuss the rip-roaring encounter.    #ENGvIND #TeamIndia #INDvENG	0	0	0
1129	Remembering Shri PV Narasimha Rao Ji on his birth anniversary. A great scholar and veteran administrator, he led the nation at a crucial juncture of our history. He will be remembered for taking pioneering steps that contributed to national progress.	0	0	0
1130	1- Stunning reality of Vinod Kapri's adoption 'game' comes out. Nagore collector Dinesh Yadav tells all. No adoption procedure even initiated till date While kapri fakes her rescue story, takes credit for adoption and disappeares quitely. Listen to collector. #shameonhumanity	0	0	0
1131	87 year old Charulata Patel who was seen cheering for India in the stands during #BANvIND match: I have been watching cricket for last many decades, from the time I was in Africa. Earlier I used to watch on TV when I was working, but now that I am retired I watch it live. #CWC19	0	0	0
1133	What is the definition of Minority?    What are the parameters to identify Minority?    Who is Minority in these States    #OneLawOneConstitution Campaign will be launched on 6th July 6pm from India Gate.    Pl join with family & friends     #एक_विधान_एक_संविधान मांग रहा है हिंदुस्तान	0	0	0
1134	Before abusing me, kindly explain these 2 posts shared by Vinod, your husband. Which 'Indian Couple' is being shown in the gulf news as rescuers? Why is he thanking all (and pat his back) on tweet? What role did he had to play when she was already rescued? https://twitter.com/sakshijoshii/status/1145218792617676800 …	0	0	0
1136	Historic moment for entire India.    Congratulations to Shri @narendramodi ji on being sworn in as the Prime Minister of India for a second consecutive term.    I am sure India will continue to scale new heights under your able leadership.	0	0	0
1137	Meanwhile, #SaniaMirza after seeing the batting of #Harris Sohail and then replying to his hubby #shoaibmalik     #PAKvSA #WorldCup2019	0	0	0
1139	#RepublicExitPoll | Projections for the state of Bihar are out, CVoter projects 33 seats for the NDA and Jan Ki Baat projects 28-31 seats for the NDA Tune in to watch it LIVE here - https://www.republicworld.com/livetv 	0	0	0
1140	Congratulation for winning 70 seat in up	0	0	0
1141	This is ur also responsibility ,and every Indian responsibility ,make governance ,and help government, u should not , always ,see government , u also Indian citizen ,	0	0	0
1142	Al the best. Win at least 50 seats in up	0	0	0
1143	Wish You A Very Happy Birthday   Naqeeb-E-Millat The Leader Forever   #AIMIM Party President Barrister @asadowaisi	0	0	0
1144	The veil affords women modesty, respect and dignity and protects herself from harm and the evils of society by covering her beauty. #trueislam #TripleTalaqTruth	0	0	0
1145	How To Add Authority To Your Website For YMYL Topics Instantly https://www.ezoic.com/how-to-add-authority-to-your-website-for-ymyl-topics-instantly/ …	0	0	0
1146	Accident at Keshwan area of Kishtwar near Sirgwari, reportedly Mini BusJK17 6787 full of passengers has fell into a deep gorge. More than 15 passengers killed and many others are seriously injured  Another accident in J&K, questioned administration on the poor traffic management ?	0	0	0
1147	#AIMIM Jharkhand President Janab Hubban malik Sahab Addressed to media.     @asadowaisi   @syedasimwaqar	0	0	0
1148	Each of the divorce must be pronounced with a stipulated interval of time between each pronouncement #TripleTalaqTruth	0	0	0
1150	Peace of graveyard or peace of mind, @asadowaisi asks @AmitShah	0	0	0
1151	The humble #tribute on the sacrifice day of #JhansiKiRani  #LaxmiBai symbolizing of unbelievable #valor, women empowerment, sacrificing their lives for freedom of the #motherland with bravery ..   #लक्ष्मीबाई 	0	0	0
1152	Happy Birthday to Sh @nitin_gadkari Ji, God bless you good health and long life sir.	0	0	0
